,Title,Date,Year,Month,Day,Day_of_week,Show_name,Season,Episode_name,Show_type
155,It's Always Sunny in Philadelphia: Season 3: Frank Sets Sweet Dee On Fire,2021-10-17,2021,October,17,Sunday,It's Always Sunny in Philadelphia, Season 3, Frank Sets Sweet Dee On Fire,TV Show
156,It's Always Sunny in Philadelphia: Season 3: The Gang Sells Out,2021-10-14,2021,October,14,Thursday,It's Always Sunny in Philadelphia, Season 3, The Gang Sells Out,TV Show
157,It's Always Sunny in Philadelphia: Season 3: The Gang Solves the North Korea Situation,2021-10-14,2021,October,14,Thursday,It's Always Sunny in Philadelphia, Season 3, The Gang Solves the North Korea Situation,TV Show
158,It's Always Sunny in Philadelphia: Season 3: The Aluminum Monster vs. Fatty Magoo,2021-10-14,2021,October,14,Thursday,It's Always Sunny in Philadelphia, Season 3, The Aluminum Monster vs. Fatty Magoo,TV Show
159,It's Always Sunny in Philadelphia: Season 3: The Gang Gets Held Hostage,2021-12-10,2021,December,10,Friday,It's Always Sunny in Philadelphia, Season 3, The Gang Gets Held Hostage,TV Show
160,It's Always Sunny in Philadelphia: Season 3: Dennis and Dee's Mom Is Dead,2021-12-10,2021,December,10,Friday,It's Always Sunny in Philadelphia, Season 3, Dennis and Dee's Mom Is Dead,TV Show
161,It's Always Sunny in Philadelphia: Season 3: The Gang Gets Invincible,2021-12-10,2021,December,10,Friday,It's Always Sunny in Philadelphia, Season 3, The Gang Gets Invincible,TV Show
162,It's Always Sunny in Philadelphia: Season 3: The Gang Finds a Dumpster Baby,2021-09-10,2021,September,10,Friday,It's Always Sunny in Philadelphia, Season 3, The Gang Finds a Dumpster Baby,TV Show
163,It's Always Sunny in Philadelphia: Season 2: Dennis and Dee Get a New Dad,2021-09-10,2021,September,10,Friday,It's Always Sunny in Philadelphia, Season 2, Dennis and Dee Get a New Dad,TV Show
164,It's Always Sunny in Philadelphia: Season 2: Charlie Goes America All Over Everybody's Ass,2021-09-10,2021,September,10,Friday,It's Always Sunny in Philadelphia, Season 2, Charlie Goes America All Over Everybody's Ass,TV Show
165,It's Always Sunny in Philadelphia: Season 2: The Gang Runs for Office,2021-07-10,2021,July,10,Saturday,It's Always Sunny in Philadelphia, Season 2, The Gang Runs for Office,TV Show
166,It's Always Sunny in Philadelphia: Season 2: The Gang Exploits a Miracle,2021-07-10,2021,July,10,Saturday,It's Always Sunny in Philadelphia, Season 2, The Gang Exploits a Miracle,TV Show
167,It's Always Sunny in Philadelphia: Season 2: The Gang Gives Back,2021-07-10,2021,July,10,Saturday,It's Always Sunny in Philadelphia, Season 2, The Gang Gives Back,TV Show
168,Spider-Man,2021-06-10,2021,June,10,Thursday,Spider-Man,,,Movie
169,It's Always Sunny in Philadelphia: Season 2: Hundred Dollar Baby,2021-05-10,2021,May,10,Monday,It's Always Sunny in Philadelphia, Season 2, Hundred Dollar Baby,TV Show
170,It's Always Sunny in Philadelphia: Season 2: Mac Bangs Dennis' Mom,2021-04-10,2021,April,10,Saturday,It's Always Sunny in Philadelphia, Season 2, Mac Bangs Dennis' Mom,TV Show
171,It's Always Sunny in Philadelphia: Season 2: Dennis and Dee Go on Welfare,2021-04-10,2021,April,10,Saturday,It's Always Sunny in Philadelphia, Season 2, Dennis and Dee Go on Welfare,TV Show
172,It's Always Sunny in Philadelphia: Season 2: The Gang Goes Jihad,2021-03-10,2021,March,10,Wednesday,It's Always Sunny in Philadelphia, Season 2, The Gang Goes Jihad,TV Show
173,It's Always Sunny in Philadelphia: Season 2: Charlie Gets Crippled,2021-03-10,2021,March,10,Wednesday,It's Always Sunny in Philadelphia, Season 2, Charlie Gets Crippled,TV Show
174,It's Always Sunny in Philadelphia: Season 1: Charlie Got Molested,2021-03-10,2021,March,10,Wednesday,It's Always Sunny in Philadelphia, Season 1, Charlie Got Molested,TV Show
175,It's Always Sunny in Philadelphia: Season 1: Gun Fever,2021-03-10,2021,March,10,Wednesday,It's Always Sunny in Philadelphia, Season 1, Gun Fever,TV Show
176,The Midnight Gospel: Season 1: Mouse of Silver,2021-03-10,2021,March,10,Wednesday,The Midnight Gospel, Season 1, Mouse of Silver,TV Show
177,Squid Game: Season 1: Stick to the Team,2021-02-10,2021,February,10,Wednesday,Squid Game, Season 1, Stick to the Team,TV Show
178,Squid Game: Season 1: The Man with the Umbrella,2021-01-10,2021,January,10,Sunday,Squid Game, Season 1, The Man with the Umbrella,TV Show
179,Squid Game: Season 1: Hell,2021-01-10,2021,January,10,Sunday,Squid Game, Season 1, Hell,TV Show
180,"Squid Game: Season 1: Red Light, Green Light",2021-01-10,2021,January,10,Sunday,Squid Game, Season 1," Red Light, Green Light",TV Show
181,Rick and Morty: Season 2: Look Who's Purging Now,2021-09-26,2021,September,26,Sunday,Rick and Morty, Season 2, Look Who's Purging Now,TV Show
182,Rick and Morty: Season 2: Big Trouble in Little Sanchez,2021-09-26,2021,September,26,Sunday,Rick and Morty, Season 2, Big Trouble in Little Sanchez,TV Show
183,Rick and Morty: Season 2: The Ricks Must Be Crazy,2021-09-26,2021,September,26,Sunday,Rick and Morty, Season 2, The Ricks Must Be Crazy,TV Show
184,Trailer Park Boys: Season 3: Where in the F**k Is Randy's Barbeque?,2021-09-26,2021,September,26,Sunday,Trailer Park Boys, Season 3, Where in the F**k Is Randy's Barbeque?,TV Show
185,Trailer Park Boys: Season 3: Closer to the Heart,2021-09-26,2021,September,26,Sunday,Trailer Park Boys, Season 3, Closer to the Heart,TV Show
186,Trailer Park Boys: Season 3: Who's the Microphone Assassin?,2021-09-26,2021,September,26,Sunday,Trailer Park Boys, Season 3, Who's the Microphone Assassin?,TV Show
187,Trailer Park Boys: Season 3: If I Can't Smoke and Swear I'm F**ked,2021-09-26,2021,September,26,Sunday,Trailer Park Boys, Season 3, If I Can't Smoke and Swear I'm F**ked,TV Show
188,"Love, Death & Robots: Volume 2: Automated Customer Service",2021-09-26,2021,September,26,Sunday,"Love, Death & Robots", Volume 2, Automated Customer Service,TV Show
189,"Love, Death & Robots: Volume 2: All Through the House",2021-09-26,2021,September,26,Sunday,"Love, Death & Robots", Volume 2, All Through the House,TV Show
190,"Love, Death & Robots: Volume 2: Snow in the Desert",2021-09-26,2021,September,26,Sunday,"Love, Death & Robots", Volume 2, Snow in the Desert,TV Show
191,The Midnight Gospel: Season 1: Turtles of the Eclipse,2021-09-25,2021,September,25,Saturday,The Midnight Gospel, Season 1, Turtles of the Eclipse,TV Show
192,Neon Genesis Evangelion: Season 1: Angel Attack,2021-09-24,2021,September,24,Friday,Neon Genesis Evangelion, Season 1, Angel Attack,TV Show
193,The Midnight Gospel: Season 1: Blinded By My End,2021-09-24,2021,September,24,Friday,The Midnight Gospel, Season 1, Blinded By My End,TV Show
194,Final Space: Season 3: Episode 1,2021-09-23,2021,September,23,Thursday,Final Space, Season 3, Episode 1,TV Show
195,Rick and Morty: Season 3: The Whirly Dirly Conspiracy,2021-09-23,2021,September,23,Thursday,Rick and Morty, Season 3, The Whirly Dirly Conspiracy,TV Show
196,Akira,2021-09-23,2021,September,23,Thursday,Akira,,,Movie
197,Turning Point: 9/11 and the War on Terror: Season 1: The System Was Blinking Red,2021-09-21,2021,September,21,Tuesday,Turning Point, 9/11 and the War on Terror, Season 1: The System Was Blinking Red,TV Show
198,Rick and Morty: Season 1: Something Ricked This Way Comes,2021-07-09,2021,July,9,Friday,Rick and Morty, Season 1, Something Ricked This Way Comes,TV Show
199,"Love, Death & Robots: Volume 1: THREE ROBOTS",2021-05-09,2021,May,9,Sunday,"Love, Death & Robots", Volume 1, THREE ROBOTS,TV Show
200,High School DxD: I'm Done Being Human!,2021-05-09,2021,May,9,Sunday,High School DxD, I'm Done Being Human!,,TV Show
201,High School DxD: I Got a Girlfriend!,2021-05-09,2021,May,9,Sunday,High School DxD, I Got a Girlfriend!,,TV Show
202,EDENS ZERO: Season 1: Into the Sky Where Cherry Blossoms Flutter,2021-05-09,2021,May,9,Sunday,EDENS ZERO, Season 1, Into the Sky Where Cherry Blossoms Flutter,TV Show
203,Samurai Champloo: Tempestuous Temperaments,2021-05-09,2021,May,9,Sunday,Samurai Champloo, Tempestuous Temperaments,,TV Show
204,Rick and Morty: Season 3: The Rickshank Rickdemption,2021-05-09,2021,May,9,Sunday,Rick and Morty, Season 3, The Rickshank Rickdemption,TV Show
205,Rick and Morty: Season 1: Lawnmower Dog,2021-05-09,2021,May,9,Sunday,Rick and Morty, Season 1, Lawnmower Dog,TV Show
206,The Midnight Gospel: Season 1: Hunters Without a Home,2021-05-09,2021,May,9,Sunday,The Midnight Gospel, Season 1, Hunters Without a Home,TV Show
207,The Midnight Gospel: Season 1: Taste of the King,2021-05-09,2021,May,9,Sunday,The Midnight Gospel, Season 1, Taste of the King,TV Show
208,Suits: Season 1: Errors and Omissions,2021-02-09,2021,February,9,Tuesday,Suits, Season 1, Errors and Omissions,TV Show
209,Suits: Season 1: Pilot Part 1 & 2,2021-08-31,2021,August,31,Tuesday,Suits, Season 1, Pilot Part 1 & 2,TV Show
210,Clickbait: Limited Series: The Sister,2021-08-30,2021,August,30,Monday,Clickbait, Limited Series, The Sister,TV Show
211,Rick and Morty: Season 1: Pilot,2021-08-29,2021,August,29,Sunday,Rick and Morty, Season 1, Pilot,TV Show
212,Rick and Morty: Season 1: Rixty Minutes,2021-08-27,2021,August,27,Friday,Rick and Morty, Season 1, Rixty Minutes,TV Show
213,Rick and Morty: Season 2: Interdimensional Cable 2: Tempting Fate,2021-08-27,2021,August,27,Friday,Rick and Morty, Season 2, Interdimensional Cable 2: Tempting Fate,TV Show
214,Rick and Morty: Season 1: Close Rick-counters of the Rick Kind,2021-08-19,2021,August,19,Thursday,Rick and Morty, Season 1, Close Rick-counters of the Rick Kind,TV Show
215,Alien Worlds: Season 1: Terra,2021-08-19,2021,August,19,Thursday,Alien Worlds, Season 1, Terra,TV Show
216,Rick and Morty: Season 4: Edge of Tomorty: Rick Die Rickpeat,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 4, Edge of Tomorty: Rick Die Rickpeat,TV Show
217,Rick and Morty: Season 3: The Rickchurian Mortydate,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 3, The Rickchurian Mortydate,TV Show
218,Rick and Morty: Season 1: Meeseeks and Destroy,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 1, Meeseeks and Destroy,TV Show
219,Rick and Morty: Season 1: M. Night Shaym-Aliens!,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 1, M. Night Shaym-Aliens!,TV Show
220,Rick and Morty: Season 2: Mortynight Run,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 2, Mortynight Run,TV Show
221,Rick and Morty: Season 2: A Rickle in Time,2021-08-17,2021,August,17,Tuesday,Rick and Morty, Season 2, A Rickle in Time,TV Show
222,Rick and Morty: Season 2: Auto Erotic Assimilation,2021-08-16,2021,August,16,Monday,Rick and Morty, Season 2, Auto Erotic Assimilation,TV Show
223,Masterpiece Classic: Downton Abbey: Series 1: Episode 1,2021-08-16,2021,August,16,Monday,Masterpiece Classic, Downton Abbey, Series 1: Episode 1,TV Show
224,Rick and Morty: Season 3: Pickle Rick,2021-08-14,2021,August,14,Saturday,Rick and Morty, Season 3, Pickle Rick,TV Show
225,Rick and Morty: Season 4: The Old Man and the Seat,2021-08-14,2021,August,14,Saturday,Rick and Morty, Season 4, The Old Man and the Seat,TV Show
226,Rick and Morty: Season 4: Childrick of Mort,2021-08-13,2021,August,13,Friday,Rick and Morty, Season 4, Childrick of Mort,TV Show
227,Rick and Morty: Season 4: Rattlestar Ricklactica,2021-08-13,2021,August,13,Friday,Rick and Morty, Season 4, Rattlestar Ricklactica,TV Show
228,Rick and Morty: Season 3: The Ricklantis Mixup,2021-08-13,2021,August,13,Friday,Rick and Morty, Season 3, The Ricklantis Mixup,TV Show
229,The Matrix,2021-09-08,2021,September,8,Wednesday,The Matrix,,,Movie
230,Rick and Morty: Season 4: Star Mort Rick Turn of the Jerri,2021-08-08,2021,August,8,Sunday,Rick and Morty, Season 4, Star Mort Rick Turn of the Jerri,TV Show
231,Rick and Morty: Season 4: Never Ricking Morty,2021-08-08,2021,August,8,Sunday,Rick and Morty, Season 4, Never Ricking Morty,TV Show
232,Minimalism: A Documentary About the Important Things,2021-07-29,2021,July,29,Thursday,Minimalism, A Documentary About the Important Things,,TV Show
233,Explained: Season 1: The World's Water Crisis,2021-07-29,2021,July,29,Thursday,Explained, Season 1, The World's Water Crisis,TV Show
234,Explained: Season 2: The Future of Meat,2021-07-29,2021,July,29,Thursday,Explained, Season 2, The Future of Meat,TV Show
235,Rick and Morty: Season 4: Promortyus,2021-07-27,2021,July,27,Tuesday,Rick and Morty, Season 4, Promortyus,TV Show
236,Great Pretender: Season 1: Case 3_3: Snow of London,2021-07-25,2021,July,25,Sunday,Great Pretender, Season 1, Case 3_3: Snow of London,TV Show
237,Great Pretender: Season 1: Case 3_2: Snow of London,2021-07-25,2021,July,25,Sunday,Great Pretender, Season 1, Case 3_2: Snow of London,TV Show
238,The Midnight Gospel: Season 1: Vulture With Honor,2021-07-23,2021,July,23,Friday,The Midnight Gospel, Season 1, Vulture With Honor,TV Show
239,Great Pretender: Season 1: Case 3_1: Snow of London,2021-07-21,2021,July,21,Wednesday,Great Pretender, Season 1, Case 3_1: Snow of London,TV Show
240,Great Pretender: Season 1: Case 2_4: Singapore Sky,2021-07-21,2021,July,21,Wednesday,Great Pretender, Season 1, Case 2_4: Singapore Sky,TV Show
241,Great Pretender: Season 1: Case 2_3: Singapore Sky,2021-07-21,2021,July,21,Wednesday,Great Pretender, Season 1, Case 2_3: Singapore Sky,TV Show
242,Great Pretender: Season 1: Case 2_2: Singapore Sky,2021-07-21,2021,July,21,Wednesday,Great Pretender, Season 1, Case 2_2: Singapore Sky,TV Show
243,Great Pretender: Season 1: Case 2_1: Singapore Sky,2021-07-20,2021,July,20,Tuesday,Great Pretender, Season 1, Case 2_1: Singapore Sky,TV Show
244,Great Pretender: Season 1: Case 1_5: Los Angeles Connection,2021-07-20,2021,July,20,Tuesday,Great Pretender, Season 1, Case 1_5: Los Angeles Connection,TV Show
245,Rick and Morty:  : Episode 5,2021-07-19,2021,July,19,Monday,Rick and Morty,  , Episode 5,TV Show
246,The Midnight Gospel: Season 1: Officers and Wolves,2021-07-19,2021,July,19,Monday,The Midnight Gospel, Season 1, Officers and Wolves,TV Show
247,Too Hot to Handle: Season 2: I Did Not See That Coming,2021-09-07,2021,September,7,Tuesday,Too Hot to Handle, Season 2, I Did Not See That Coming,TV Show
248,Too Hot to Handle: Season 2: C**kblocked by a Cone,2021-09-07,2021,September,7,Tuesday,Too Hot to Handle, Season 2, C**kblocked by a Cone,TV Show
249,Rick and Morty:  : Episode 2,2021-06-28,2021,June,28,Monday,Rick and Morty,  , Episode 2,TV Show
250,Great Pretender: Season 1: Case 1_4: Los Angeles Connection,2021-06-21,2021,June,21,Monday,Great Pretender, Season 1, Case 1_4: Los Angeles Connection,TV Show
251,Great Pretender: Season 1: Case 1_3: Los Angeles Connection,2021-06-21,2021,June,21,Monday,Great Pretender, Season 1, Case 1_3: Los Angeles Connection,TV Show
252,Great Pretender: Season 1: Case 1_2: Los Angeles Connection,2021-06-21,2021,June,21,Monday,Great Pretender, Season 1, Case 1_2: Los Angeles Connection,TV Show
253,Great Pretender: Season 1: Case 1_1: Los Angeles Connection,2021-06-21,2021,June,21,Monday,Great Pretender, Season 1, Case 1_1: Los Angeles Connection,TV Show
254,Rick and Morty: Season 4: The Vat of Acid Episode,2021-06-20,2021,June,20,Sunday,Rick and Morty, Season 4, The Vat of Acid Episode,TV Show
255,Rick and Morty: Season 1: Rick Potion #9,2021-06-20,2021,June,20,Sunday,Rick and Morty, Season 1, Rick Potion #9,TV Show
256,Rick and Morty: Season 4: Claw and Hoarder: Special Ricktim’s Morty,2021-06-18,2021,June,18,Friday,Rick and Morty, Season 4, Claw and Hoarder: Special Ricktim’s Morty,TV Show
257,Rick and Morty: Season 3: Rest and Ricklaxation,2021-06-18,2021,June,18,Friday,Rick and Morty, Season 3, Rest and Ricklaxation,TV Show
258,Rick and Morty: Season 2: Total Rickall,2021-06-14,2021,June,14,Monday,Rick and Morty, Season 2, Total Rickall,TV Show
259,Rick and Morty: Season 3: The ABC's of Beth,2021-12-06,2021,December,6,Monday,Rick and Morty, Season 3, The ABC's of Beth,TV Show
260,Rick and Morty: Season 3: Morty's Mind Blowers,2021-11-06,2021,November,6,Saturday,Rick and Morty, Season 3, Morty's Mind Blowers,TV Show
261,Sweet Tooth: Season 1: Out of the Deep Woods,2021-10-06,2021,October,6,Wednesday,Sweet Tooth, Season 1, Out of the Deep Woods,TV Show
262,Rick and Morty: Season 1: Ricksy Business,2021-04-06,2021,April,6,Tuesday,Rick and Morty, Season 1, Ricksy Business,TV Show
263,Rick and Morty: Season 1: Raising Gazorpazorp,2021-04-06,2021,April,6,Tuesday,Rick and Morty, Season 1, Raising Gazorpazorp,TV Show
264,The Universe: Season 2: Alien Planets,2021-03-06,2021,March,6,Saturday,The Universe, Season 2, Alien Planets,TV Show
265,Ghost Pain,2021-02-06,2021,February,6,Saturday,Ghost Pain,,,Movie
266,Rick and Morty: Season 3: Rickmancing the Stone,2021-05-28,2021,May,28,Friday,Rick and Morty, Season 3, Rickmancing the Stone,TV Show
267,Below Deck: Season 3: Off the Radar,2021-05-26,2021,May,26,Wednesday,Below Deck, Season 3, Off the Radar,TV Show
268,"Below Deck: Season 3: More Foam, Bosun!",2021-05-26,2021,May,26,Wednesday,Below Deck, Season 3," More Foam, Bosun!",TV Show
269,Below Deck: Season 3: Preview Special,2021-05-26,2021,May,26,Wednesday,Below Deck, Season 3, Preview Special,TV Show
